id,parent_id,order,path,source_local_id,translation_state,rights_id
assessment.o009.d30.cumulative.form-a.problem.05.hint.01,assessment.o009.d30.cumulative.form-a.problem.05,2,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.05.hint.01,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.05.hint.02,assessment.o009.d30.cumulative.form-a.problem.05,3,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.05.hint.02,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.05.rubric,assessment.o009.d30.cumulative.form-a.problem.05,1,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.05.rubric,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.05.solution,assessment.o009.d30.cumulative.form-a.problem.05,5,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.05.solution,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.06,assessment.o009.d30.cumulative.form-a.section.06,3,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.06,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.06.answer,assessment.o009.d30.cumulative.form-a.problem.06,4,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.06.answer,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.06.hint.01,assessment.o009.d30.cumulative.form-a.problem.06,2,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.06.hint.01,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.06.hint.02,assessment.o009.d30.cumulative.form-a.problem.06,3,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.06.hint.02,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.06.rubric,assessment.o009.d30.cumulative.form-a.problem.06,1,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.06.rubric,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.06.solution,assessment.o009.d30.cumulative.form-a.problem.06,5,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.06.solution,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.07,assessment.o009.d30.cumulative.form-a.section.07,1,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.07,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.07.answer,assessment.o009.d30.cumulative.form-a.problem.07,4,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.07.answer,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.07.hint.01,assessment.o009.d30.cumulative.form-a.problem.07,2,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.07.hint.01,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.07.hint.02,assessment.o009.d30.cumulative.form-a.problem.07,3,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.07.hint.02,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.07.rubric,assessment.o009.d30.cumulative.form-a.problem.07,1,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.07.rubric,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.07.solution,assessment.o009.d30.cumulative.form-a.problem.07,5,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.07.solution,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.08,assessment.o009.d30.cumulative.form-a.section.07,2,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.08,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.08.answer,assessment.o009.d30.cumulative.form-a.problem.08,4,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.08.answer,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.08.hint.01,assessment.o009.d30.cumulative.form-a.problem.08,2,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.08.hint.01,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.08.hint.02,assessment.o009.d30.cumulative.form-a.problem.08,3,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.08.hint.02,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.08.rubric,assessment.o009.d30.cumulative.form-a.problem.08,1,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.08.rubric,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.problem.08.solution,assessment.o009.d30.cumulative.form-a.problem.08,5,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.problem.08.solution,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.rubric.global,assessment.o009.d30.cumulative.form-a,4,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.rubric.global,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.01,assessment.o009.d30.cumulative.form-a,1,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.01,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.02,assessment.o009.d30.cumulative.form-a,2,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.02,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.03,assessment.o009.d30.cumulative.form-a,3,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.03,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.04,assessment.o009.d30.cumulative.form-a,5,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.04,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.05,assessment.o009.d30.cumulative.form-a,6,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.05,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.06,assessment.o009.d30.cumulative.form-a,7,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.06,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.07,assessment.o009.d30.cumulative.form-a,8,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.07,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.08,assessment.o009.d30.cumulative.form-a,9,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.08,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-a.section.09,assessment.o009.d30.cumulative.form-a,10,source/assessments/01-formulir-kumulatif-a.md,assessment.o009.d30.cumulative.form-a.section.09,authored,rights.o009.assessment.cumulative.form-a.cc-by-4.0
assessment.o009.d30.cumulative.form-b,course.o009.d30,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.01,assessment.o009.d30.cumulative.form-b.section.04,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.01.answer,assessment.o009.d30.cumulative.form-b.problem.01,4,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.01.answer,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.01.hint.01,assessment.o009.d30.cumulative.form-b.problem.01,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.01.hint.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.01.hint.02,assessment.o009.d30.cumulative.form-b.problem.01,3,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.01.hint.02,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.01.rubric,assessment.o009.d30.cumulative.form-b.problem.01,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.01.rubric,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.01.solution,assessment.o009.d30.cumulative.form-b.problem.01,5,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.01.solution,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.02,assessment.o009.d30.cumulative.form-b.section.04,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.02,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.02.answer,assessment.o009.d30.cumulative.form-b.problem.02,4,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.02.answer,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.02.hint.01,assessment.o009.d30.cumulative.form-b.problem.02,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.02.hint.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.02.hint.02,assessment.o009.d30.cumulative.form-b.problem.02,3,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.02.hint.02,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.02.rubric,assessment.o009.d30.cumulative.form-b.problem.02,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.02.rubric,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.02.solution,assessment.o009.d30.cumulative.form-b.problem.02,5,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.02.solution,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.03,assessment.o009.d30.cumulative.form-b.section.05,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.03,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.03.answer,assessment.o009.d30.cumulative.form-b.problem.03,4,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.03.answer,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.03.hint.01,assessment.o009.d30.cumulative.form-b.problem.03,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.03.hint.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.03.hint.02,assessment.o009.d30.cumulative.form-b.problem.03,3,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.03.hint.02,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.03.rubric,assessment.o009.d30.cumulative.form-b.problem.03,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.03.rubric,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.03.solution,assessment.o009.d30.cumulative.form-b.problem.03,5,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.03.solution,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.04,assessment.o009.d30.cumulative.form-b.section.06,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.04,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.04.answer,assessment.o009.d30.cumulative.form-b.problem.04,4,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.04.answer,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.04.hint.01,assessment.o009.d30.cumulative.form-b.problem.04,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.04.hint.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.04.hint.02,assessment.o009.d30.cumulative.form-b.problem.04,3,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.04.hint.02,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.04.rubric,assessment.o009.d30.cumulative.form-b.problem.04,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.04.rubric,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.04.solution,assessment.o009.d30.cumulative.form-b.problem.04,5,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.04.solution,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.05,assessment.o009.d30.cumulative.form-b.section.06,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.05,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.05.answer,assessment.o009.d30.cumulative.form-b.problem.05,4,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.05.answer,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.05.hint.01,assessment.o009.d30.cumulative.form-b.problem.05,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.05.hint.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.05.hint.02,assessment.o009.d30.cumulative.form-b.problem.05,3,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.05.hint.02,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.05.rubric,assessment.o009.d30.cumulative.form-b.problem.05,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.05.rubric,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.05.solution,assessment.o009.d30.cumulative.form-b.problem.05,5,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.05.solution,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.06,assessment.o009.d30.cumulative.form-b.section.06,3,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.06,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.06.answer,assessment.o009.d30.cumulative.form-b.problem.06,4,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.06.answer,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.06.hint.01,assessment.o009.d30.cumulative.form-b.problem.06,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.06.hint.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.06.hint.02,assessment.o009.d30.cumulative.form-b.problem.06,3,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.06.hint.02,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.06.rubric,assessment.o009.d30.cumulative.form-b.problem.06,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.06.rubric,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.06.solution,assessment.o009.d30.cumulative.form-b.problem.06,5,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.06.solution,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.07,assessment.o009.d30.cumulative.form-b.section.07,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.07,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.07.answer,assessment.o009.d30.cumulative.form-b.problem.07,4,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.07.answer,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.07.hint.01,assessment.o009.d30.cumulative.form-b.problem.07,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.07.hint.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.07.hint.02,assessment.o009.d30.cumulative.form-b.problem.07,3,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.07.hint.02,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.07.rubric,assessment.o009.d30.cumulative.form-b.problem.07,1,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.07.rubric,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.07.solution,assessment.o009.d30.cumulative.form-b.problem.07,5,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.07.solution,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.08,assessment.o009.d30.cumulative.form-b.section.07,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.08,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.08.answer,assessment.o009.d30.cumulative.form-b.problem.08,4,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.08.answer,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
assessment.o009.d30.cumulative.form-b.problem.08.hint.01,assessment.o009.d30.cumulative.form-b.problem.08,2,source/assessments/02-formulir-kumulatif-b.md,assessment.o009.d30.cumulative.form-b.problem.08.hint.01,authored,rights.o009.assessment.cumulative.form-b.cc-by-4.0
