id,parent_id,order,path,source_local_id,translation_state,rights_id
unit.o009.original.mastery.process-construction.01,unit.o009.original.bridge.kolmogorov-canonical-process.section.latihan-penguasaan,1,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.01,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.01.answer,unit.o009.original.mastery.process-construction.01,4,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.01.answer,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.01.exercise,unit.o009.original.mastery.process-construction.01,1,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.01.exercise,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.01.hint.01,unit.o009.original.mastery.process-construction.01,2,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.01.hint.01,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.01.hint.02,unit.o009.original.mastery.process-construction.01,3,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.01.hint.02,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.01.solution,unit.o009.original.mastery.process-construction.01,5,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.01.solution,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.02,unit.o009.original.bridge.kolmogorov-canonical-process.section.latihan-penguasaan,2,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.02,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.02.answer,unit.o009.original.mastery.process-construction.02,4,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.02.answer,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.02.exercise,unit.o009.original.mastery.process-construction.02,1,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.02.exercise,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.02.hint.01,unit.o009.original.mastery.process-construction.02,2,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.02.hint.01,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.02.hint.02,unit.o009.original.mastery.process-construction.02,3,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.02.hint.02,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.02.solution,unit.o009.original.mastery.process-construction.02,5,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.02.solution,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.03,unit.o009.original.bridge.kolmogorov-canonical-process.section.latihan-penguasaan,3,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.03,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.03.answer,unit.o009.original.mastery.process-construction.03,4,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.03.answer,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.03.exercise,unit.o009.original.mastery.process-construction.03,1,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.03.exercise,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.03.hint.01,unit.o009.original.mastery.process-construction.03,2,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.03.hint.01,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.03.hint.02,unit.o009.original.mastery.process-construction.03,3,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.03.hint.02,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.process-construction.03.solution,unit.o009.original.mastery.process-construction.03,5,original/01-konstruksi-kolmogorov.html,unit.o009.original.mastery.process-construction.03.solution,built,rights.o009.original.bridge.kolmogorov.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.01,unit.o009.original.bridge.regular-conditional-probability.section.latihan-penguasaan-probabilitas-bersyarat-reguler,1,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.01,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.01.answer,unit.o009.original.mastery.regular-conditional-probability.01,4,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.01.answer,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.01.exercise,unit.o009.original.mastery.regular-conditional-probability.01,1,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.01.exercise,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.01.hint.01,unit.o009.original.mastery.regular-conditional-probability.01,2,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.01.hint.01,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.01.hint.02,unit.o009.original.mastery.regular-conditional-probability.01,3,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.01.hint.02,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.01.solution,unit.o009.original.mastery.regular-conditional-probability.01,5,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.01.solution,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.02,unit.o009.original.bridge.regular-conditional-probability.section.latihan-penguasaan-probabilitas-bersyarat-reguler,2,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.02,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.02.answer,unit.o009.original.mastery.regular-conditional-probability.02,4,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.02.answer,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.02.exercise,unit.o009.original.mastery.regular-conditional-probability.02,1,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.02.exercise,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.02.hint.01,unit.o009.original.mastery.regular-conditional-probability.02,2,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.02.hint.01,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.02.hint.02,unit.o009.original.mastery.regular-conditional-probability.02,3,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.02.hint.02,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.02.solution,unit.o009.original.mastery.regular-conditional-probability.02,5,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.02.solution,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.03,unit.o009.original.bridge.regular-conditional-probability.section.latihan-penguasaan-probabilitas-bersyarat-reguler,3,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.03,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.03.answer,unit.o009.original.mastery.regular-conditional-probability.03,4,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.03.answer,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.03.exercise,unit.o009.original.mastery.regular-conditional-probability.03,1,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.03.exercise,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.03.hint.01,unit.o009.original.mastery.regular-conditional-probability.03,2,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.03.hint.01,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.03.hint.02,unit.o009.original.mastery.regular-conditional-probability.03,3,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.03.hint.02,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.original.mastery.regular-conditional-probability.03.solution,unit.o009.original.mastery.regular-conditional-probability.03,5,original/03-probabilitas-bersyarat-reguler.html,unit.o009.original.mastery.regular-conditional-probability.03.solution,built,rights.o009.original.bridge.regular-conditional-probability.cc-by-4.0
unit.o009.quantecon.ctmc.generators,course.o009.d30,25,quantecon/lectures/generators.html,lectures/generators.md,structurally_verified,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.diffexpmap,unit.o009.quantecon.ctmc.generators,10,quantecon/lectures/generators.html,diffexpmap,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.ecuc,unit.o009.quantecon.ctmc.generators,13,quantecon/lectures/generators.html,ecuc,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.fungsi-eksponensial,unit.o009.quantecon.ctmc.generators,6,quantecon/lectures/generators.html,fungsi-eksponensial,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.gambaran-umum,unit.o009.quantecon.ctmc.generators,2,quantecon/lectures/generators.html,gambaran-umum,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generator,unit.o009.quantecon.ctmc.generators,14,quantecon/lectures/generators.html,generator,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generators-ex-1,unit.o009.quantecon.ctmc.generators,18,quantecon/lectures/generators.html,generators-ex-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generators-ex-2,unit.o009.quantecon.ctmc.generators,20,quantecon/lectures/generators.html,generators-ex-2,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generators-ex-3,unit.o009.quantecon.ctmc.generators,22,quantecon/lectures/generators.html,generators-ex-3,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generators-prf-1,unit.o009.quantecon.ctmc.generators,8,quantecon/lectures/generators.html,generators-prf-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generators-prf-2,unit.o009.quantecon.ctmc.generators,9,quantecon/lectures/generators.html,generators-prf-2,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generators-solution-1,unit.o009.quantecon.ctmc.generators,19,quantecon/lectures/generators.html,generators-solution-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generators-solution-2,unit.o009.quantecon.ctmc.generators,21,quantecon/lectures/generators.html,generators-solution-2,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.generators-solution-3,unit.o009.quantecon.ctmc.generators,23,quantecon/lectures/generators.html,generators-solution-3,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.kalkulus-operator,unit.o009.quantecon.ctmc.generators,7,quantecon/lectures/generators.html,kalkulus-operator,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.karakterisasi-semigrup-kontinu-seragam,unit.o009.quantecon.ctmc.generators,15,quantecon/lectures/generators.html,karakterisasi-semigrup-kontinu-seragam,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.latihan,unit.o009.quantecon.ctmc.generators,17,quantecon/lectures/generators.html,latihan,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.motivasi,unit.o009.quantecon.ctmc.generators,3,quantecon/lectures/generators.html,motivasi,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.pendahuluan-teknis,unit.o009.quantecon.ctmc.generators,4,quantecon/lectures/generators.html,pendahuluan-teknis,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.ruang-operator-linear,unit.o009.quantecon.ctmc.generators,5,quantecon/lectures/generators.html,ruang-operator-linear,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.semigrup-dan-generator,unit.o009.quantecon.ctmc.generators,1,quantecon/lectures/generators.html,semigrup-dan-generator,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.semigrup-dan-generator-1,unit.o009.quantecon.ctmc.generators,11,quantecon/lectures/generators.html,semigrup-dan-generator-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.semigrup-operator,unit.o009.quantecon.ctmc.generators,12,quantecon/lectures/generators.html,semigrup-operator,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.generators.ucsgec,unit.o009.quantecon.ctmc.generators,16,quantecon/lectures/generators.html,ucsgec,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward,course.o009.d30,23,quantecon/lectures/kolmogorov_bwd.html,lectures/kolmogorov_bwd.md,structurally_verified,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.algoritma-rantai-lompatan,unit.o009.quantecon.ctmc.kolmogorov-backward,7,quantecon/lectures/kolmogorov_bwd.html,algoritma-rantai-lompatan,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.ejc_algo,unit.o009.quantecon.ctmc.kolmogorov-backward,8,quantecon/lectures/kolmogorov_bwd.html,ejc_algo,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.figure-kolmogorov_bwd-cell-05-figure-01,unit.o009.quantecon.ctmc.kolmogorov-backward.qe-cell-5,25,quantecon/lectures/kolmogorov_bwd.html,figure-kolmogorov_bwd-cell-05-figure-01,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.figure-kolmogorov_bwd-cell-06-figure-01,unit.o009.quantecon.ctmc.kolmogorov-backward.qe-cell-6,30,quantecon/lectures/kolmogorov_bwd.html,figure-kolmogorov_bwd-cell-06-figure-01,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.gambaran-umum,unit.o009.quantecon.ctmc.kolmogorov-backward,3,quantecon/lectures/kolmogorov_bwd.html,gambaran-umum,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.intensitas-lompatan-yang-bergantung-pada-keadaan,unit.o009.quantecon.ctmc.kolmogorov-backward,5,quantecon/lectures/kolmogorov_bwd.html,intensitas-lompatan-yang-bergantung-pada-keadaan,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.jctosg,unit.o009.quantecon.ctmc.kolmogorov-backward,18,quantecon/lectures/kolmogorov_bwd.html,jctosg,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.keunikan,unit.o009.quantecon.ctmc.kolmogorov-backward,20,quantecon/lectures/kolmogorov_bwd.html,keunikan,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.kolmogorov-bwd-1,unit.o009.quantecon.ctmc.kolmogorov-backward,27,quantecon/lectures/kolmogorov_bwd.html,kolmogorov-bwd-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.kolmogorov-bwd-2,unit.o009.quantecon.ctmc.kolmogorov-backward,31,quantecon/lectures/kolmogorov_bwd.html,kolmogorov-bwd-2,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.kolmogorov-bwd-3,unit.o009.quantecon.ctmc.kolmogorov-backward,33,quantecon/lectures/kolmogorov_bwd.html,kolmogorov-bwd-3,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.kolmogorov_bwd-solution-1,unit.o009.quantecon.ctmc.kolmogorov-backward,28,quantecon/lectures/kolmogorov_bwd.html,kolmogorov_bwd-solution-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.kolmogorov_bwd-solution-2,unit.o009.quantecon.ctmc.kolmogorov-backward,32,quantecon/lectures/kolmogorov_bwd.html,kolmogorov_bwd-solution-2,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.kolmogorov_bwd-solution-3,unit.o009.quantecon.ctmc.kolmogorov-backward,34,quantecon/lectures/kolmogorov_bwd.html,kolmogorov_bwd-solution-3,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.latihan,unit.o009.quantecon.ctmc.kolmogorov-backward,26,quantecon/lectures/kolmogorov_bwd.html,latihan,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.lemma-001,unit.o009.quantecon.ctmc.kolmogorov-backward,11,quantecon/lectures/kolmogorov_bwd.html,lemma-001,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.memeriksa-sifat-semigrup-transisi,unit.o009.quantecon.ctmc.kolmogorov-backward,17,quantecon/lectures/kolmogorov_bwd.html,memeriksa-sifat-semigrup-transisi,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.menghitung-semigrup,unit.o009.quantecon.ctmc.kolmogorov-backward,9,quantecon/lectures/kolmogorov_bwd.html,menghitung-semigrup,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.motivasi,unit.o009.quantecon.ctmc.kolmogorov-backward,6,quantecon/lectures/kolmogorov_bwd.html,motivasi,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.penerapan-model-persediaan,unit.o009.quantecon.ctmc.kolmogorov-backward,21,quantecon/lectures/kolmogorov_bwd.html,penerapan-model-persediaan,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.persamaan-diferensial-kolmogorov,unit.o009.quantecon.ctmc.kolmogorov-backward,13,quantecon/lectures/kolmogorov_bwd.html,persamaan-diferensial-kolmogorov,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.persamaan-kolmogorov-mundur,unit.o009.quantecon.ctmc.kolmogorov-backward,1,quantecon/lectures/kolmogorov_bwd.html,persamaan-kolmogorov-mundur,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.proof-001,unit.o009.quantecon.ctmc.kolmogorov-backward,12,quantecon/lectures/kolmogorov_bwd.html,proof-001,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.proof-002,unit.o009.quantecon.ctmc.kolmogorov-backward,19,quantecon/lectures/kolmogorov_bwd.html,proof-002,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.qe-cell-1,unit.o009.quantecon.ctmc.kolmogorov-backward,2,quantecon/lectures/kolmogorov_bwd.html,qe-cell-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.qe-cell-2,unit.o009.quantecon.ctmc.kolmogorov-backward,4,quantecon/lectures/kolmogorov_bwd.html,qe-cell-2,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.qe-cell-3,unit.o009.quantecon.ctmc.kolmogorov-backward,22,quantecon/lectures/kolmogorov_bwd.html,qe-cell-3,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.qe-cell-4,unit.o009.quantecon.ctmc.kolmogorov-backward,23,quantecon/lectures/kolmogorov_bwd.html,qe-cell-4,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.qe-cell-5,unit.o009.quantecon.ctmc.kolmogorov-backward,24,quantecon/lectures/kolmogorov_bwd.html,qe-cell-5,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.qe-cell-6,unit.o009.quantecon.ctmc.kolmogorov-backward.kolmogorov_bwd-solution-1,29,quantecon/lectures/kolmogorov_bwd.html,qe-cell-6,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.sebuah-persamaan-integral,unit.o009.quantecon.ctmc.kolmogorov-backward,10,quantecon/lectures/kolmogorov_bwd.html,sebuah-persamaan-integral,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.sifat-sifat-solusi,unit.o009.quantecon.ctmc.kolmogorov-backward,16,quantecon/lectures/kolmogorov_bwd.html,sifat-sifat-solusi,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.solusi-eksponensial,unit.o009.quantecon.ctmc.kolmogorov-backward,15,quantecon/lectures/kolmogorov_bwd.html,solusi-eksponensial,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-backward.theorem-001,unit.o009.quantecon.ctmc.kolmogorov-backward,14,quantecon/lectures/kolmogorov_bwd.html,theorem-001,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward,course.o009.d30,24,quantecon/lectures/kolmogorov_fwd.html,lectures/kolmogorov_fwd.md,structurally_verified,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.beralih-ke-waktu-kontinu,unit.o009.quantecon.ctmc.kolmogorov-forward,11,quantecon/lectures/kolmogorov_fwd.html,beralih-ke-waktu-kontinu,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.dari-persamaan-beda-ke-ode,unit.o009.quantecon.ctmc.kolmogorov-forward,5,quantecon/lectures/kolmogorov_fwd.html,dari-persamaan-beda-ke-ode,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.figure-kolmogorov_fwd-cell-04-figure-01,unit.o009.quantecon.ctmc.kolmogorov-forward.qe-cell-4,10,quantecon/lectures/kolmogorov_fwd.html,figure-kolmogorov_fwd-cell-04-figure-01,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.figure-kolmogorov_fwd-cell-06-figure-01,unit.o009.quantecon.ctmc.kolmogorov-forward.qe-cell-6,16,quantecon/lectures/kolmogorov_fwd.html,figure-kolmogorov_fwd-cell-06-figure-01,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.gambaran-umum,unit.o009.quantecon.ctmc.kolmogorov-forward,3,quantecon/lectures/kolmogorov_fwd.html,gambaran-umum,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.intvsmk,unit.o009.quantecon.ctmc.kolmogorov-forward,20,quantecon/lectures/kolmogorov_fwd.html,intvsmk,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.intvsmk_c,unit.o009.quantecon.ctmc.kolmogorov-forward,21,quantecon/lectures/kolmogorov_fwd.html,intvsmk_c,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.kolmogorov-fwd-1,unit.o009.quantecon.ctmc.kolmogorov-forward,25,quantecon/lectures/kolmogorov_fwd.html,kolmogorov-fwd-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.kolmogorov-fwd-2,unit.o009.quantecon.ctmc.kolmogorov-forward,27,quantecon/lectures/kolmogorov_fwd.html,kolmogorov-fwd-2,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.kolmogorov-fwd-3,unit.o009.quantecon.ctmc.kolmogorov-forward,29,quantecon/lectures/kolmogorov_fwd.html,kolmogorov-fwd-3,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.kolmogorov-fwd-source-flow,unit.o009.quantecon.ctmc.kolmogorov-forward,6,quantecon/lectures/kolmogorov_fwd.html,kolmogorov-fwd-source-flow,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.kolmogorov_fwd-solution-1,unit.o009.quantecon.ctmc.kolmogorov-forward,26,quantecon/lectures/kolmogorov_fwd.html,kolmogorov_fwd-solution-1,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.kolmogorov_fwd-solution-2,unit.o009.quantecon.ctmc.kolmogorov-forward,28,quantecon/lectures/kolmogorov_fwd.html,kolmogorov_fwd-solution-2,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.kolmogorov_fwd-solution-3,unit.o009.quantecon.ctmc.kolmogorov-forward,30,quantecon/lectures/kolmogorov_fwd.html,kolmogorov_fwd-solution-3,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.latihan,unit.o009.quantecon.ctmc.kolmogorov-forward,24,quantecon/lectures/kolmogorov_fwd.html,latihan,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.mempertahankan-distribusi,unit.o009.quantecon.ctmc.kolmogorov-forward,19,quantecon/lectures/kolmogorov_fwd.html,mempertahankan-distribusi,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.ode-bernilai-matriks-versus-bernilai-vektor,unit.o009.quantecon.ctmc.kolmogorov-forward,18,quantecon/lectures/kolmogorov_fwd.html,ode-bernilai-matriks-versus-bernilai-vektor,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.ode-dalam-ruang-distribusi,unit.o009.quantecon.ctmc.kolmogorov-forward,12,quantecon/lectures/kolmogorov_fwd.html,ode-dalam-ruang-distribusi,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.persamaan-kolmogorov-maju,unit.o009.quantecon.ctmc.kolmogorov-forward,1,quantecon/lectures/kolmogorov_fwd.html,persamaan-kolmogorov-maju,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.persamaan-maju-versus-mundur,unit.o009.quantecon.ctmc.kolmogorov-forward,17,quantecon/lectures/kolmogorov_fwd.html,persamaan-maju-versus-mundur,built,rights.quantecon.cc-by-sa-4.0
unit.o009.quantecon.ctmc.kolmogorov-forward.qe-cell-1,unit.o009.quantecon.ctmc.kolmogorov-forward,2,quantecon/lectures/kolmogorov_fwd.html,qe-cell-1,built,rights.quantecon.cc-by-sa-4.0
